9 bcdefghi,aihdc,abd,acbhgfe,adf,aedg,afdh,agdbi,ahb
9 bcde,aef,aghifd,acfe,adb,bdcig,cfih,cgi,chgf
9 bcd,aefc,abd,acf,bghif,beigd,efih,egi,ehgf
9 bcde,aefc,abd,acfe,adghfb,behid,eih,egif,fhg
9 bcde,aefc,abd,acf,aghfb,behid,eih,egif,fhg
9 bcde,aefc,abd,acfe,adghfb,beigd,efih,egi,fhg
9 bcde,aefc,abd,acf,aghfb,beigd,efih,egi,fhg
9 bcde,aefc,abd,acf,aghb,bigd,efih,egi,fhg
9 bcde,aefc,abd,acfe,adgfb,behid,eih,fgi,fhg
9 bcde,aefc,abd,acfe,adgb,bhid,eih,fgi,fhg
9 bcde,aefc,abd,acfe,adghb,bigd,efih,egi,fhg
9 bcde,aefc,abd,acfe,adghib,bigd,efih,egi,ehgf
9 bcde,aef,aghifd,acfe,adfb,bedcig,cfih,cgi,chgf
9 bcde,aefc,abghfd,acfe,adfb,bedchi,cih,cgif,fhg
9 bcde,aefc,abghfd,acfe,adfb,bedcig,cfih,cgi,fhg
9 bcde,aefc,abghd,acfe,adfb,bedig,cfih,cgi,fhg
9 bcde,aefc,abghid,acfe,adfb,bedig,cfih,cgi,chgf
9 bcde,aefc,abghifd,acfe,adfb,bedcg,cfih,cgi,chg
9 bcd,adef,afed,aceb,bdcfg,bghiec,eihf,fgi,fhg
9 bcd,adef,aed,aceb,bdcfg,bghie,eihf,fgi,fhg
9 bcd,adef,afed,aceb,bdcg,bghic,eihf,fgi,fhg
9 bcde,aefc,abghif,afe,adfb,bedcg,cfih,cgi,chg
9 bcde,aef,aghif,afe,adfb,bedcg,cfih,cgi,chg
9 bcde,aef,aghifd,acfe,adfb,bedcg,cfih,cgi,chg
9 bcd,aefc,abfd,acf,bghif,begdc,efih,egi,ehg
9 bcde,aefc,abfd,acf,aghib,bgdc,efih,egi,ehg
9 bcde,afc,abfd,acf,aghi,bgdc,efih,egi,ehg
9 bcde,aefc,abfd,acfe,adghfb,beidc,eih,egi,fhg
9 bcde,aefc,abfd,acf,aghfb,beidc,eih,egi,fhg
9 bcde,aefc,abfd,acfe,adghb,bidc,eih,egi,fhg
9 bcde,afc,abfd,acfe,adgh,bidc,eih,egi,fhg
9 bcde,aefc,abfd,acfe,adghib,bgdc,efih,egi,ehg
9 bcde,afc,abfd,acfe,adghi,bgdc,efih,egi,ehg
9 bcd,adef,aed,aceb,bdcg,bghi,eihf,fgi,fhg
9 bcde,aefc,abghifd,acfe,adfb,bedci,cih,cgi,chgf
9 bcde,aef,aghifd,acfe,adfb,bedci,cih,cgi,chgf
9 bcd,aefc,abfd,acf,bghif,beidc,eih,egi,ehgf
9 bcde,aefc,abfd,acfge,adghifb,begdc,dfihe,egi,ehg
9 bcd,adefg,aged,aceb,bdcgf,behig,bfihec,fgi,fhg
9 bcd,adefg,aed,aceb,bdcgf,behig,bfihe,fgi,fhg
9 bcd,adef,aged,aceb,bdcgf,behig,cfihe,fgi,fhg
9 bcd,adefg,aged,aceb,bdcgf,behi,bihec,fgi,fhg
9 bcd,adefg,aged,aceb,bdcf,behi,bihc,fgi,fhg
9 bcd,adefg,aged,aceb,bdcf,behig,bfihc,fgi,fhg
9 bcde,aefgc,abghif,afe,adfb,bedcg,bfihc,cgi,chg
9 bcde,aefg,aghifd,acfe,adfb,bedcg,bfihc,cgi,chg
9 bcde,aefg,aghid,acfe,adfb,bedg,bfihc,cgi,chg
9 bcde,aefgc,abhifd,acfe,adfb,bedcg,bfih,cgi,chg
9 bcde,aefg,ahifd,acfe,adfb,bedcg,bfih,cgi,chg
9 bcd,aefc,abfd,acfg,bhif,begdc,dfih,egi,ehg
9 bcde,aefc,abfd,acfg,ahib,bgdc,dfih,egi,ehg
9 bcde,aefc,abfd,acfge,adghib,bgdc,dfihe,egi,ehg
9 bcde,afc,abfd,acfge,adghi,bgdc,dfihe,egi,ehg
9 bcde,aefc,abfd,acfge,adghifb,beidc,dihe,egi,ehgf
9 bcd,adefg,aged,aceb,bdcgh,bhig,bfihec,egif,fhg
9 bcd,adefg,aed,aceb,bdcgh,bhig,bfihe,egif,fhg
9 bcd,adef,aged,aceb,bdcgh,bhig,cfihe,egif,fhg
9 bcde,aefg,aghifd,acfe,adfb,bedci,bihc,cgi,chgf
9 bcde,aefc,abfd,acfg,aghfb,beidc,dihe,egi,fhg
9 bcde,aefc,abfd,acfg,aghb,bidc,dihe,egi,fhg
9 bcde,aefc,abfd,acfg,aghib,bidc,dihe,egi,ehgf
9 bcde,aefc,abfd,acfge,adhifb,beidc,dih,egi,ehgf
9 bcde,aefg,ahifd,acfe,adfb,bedci,bih,cgi,chgf
9 bcd,aefc,abfd,acfg,bhif,beidc,dih,egi,ehgf
9 bcde,aefc,abfd,acfge,adhfb,beidc,dih,egi,fhg
9 bcde,aefc,abfd,acfg,ahfb,beidc,dih,egi,fhg
9 bcde,aefc,abfd,acfge,adghifb,beihgdc,dfhe,egfi,ehf
9 bcd,adefg,aged,aceb,bdcghif,beig,bfihec,egi,ehgf
9 bcd,adefg,aged,acb,bcghif,beig,bfihec,egi,ehgf
9 bcd,adef,aged,acb,bcghif,beig,cfihe,egi,ehgf
9 bcd,adefg,aged,aceb,bdchif,beig,bfihc,egi,ehgf
9 bcd,adefg,agd,aceb,bdhif,beig,bfihc,egi,ehgf
9 bcd,adef,aged,aceb,bdcghif,beig,cfihe,egi,ehgf
9 bcd,adef,afgd,acgb,bghf,behigc,cfihed,egif,fhg
9 bcd,adef,afgd,acgb,bghf,behic,cihed,egif,fhg
9 bcd,adefg,aged,aceb,bdcghi,big,bfihec,egi,ehgf
9 bcd,adef,afgd,acgb,bhf,behigc,cfihd,egif,fhg
9 bcde,aefgc,abghfd,acfe,adfb,bedchig,bfic,cif,fhg
9 bcde,aefgc,abghfd,acfe,adb,bdchig,bfic,cif,fhg
9 bcde,aefc,abfghd,ache,adb,bhic,cih,cgifd,fhg
9 bcde,aefgc,abghd,acfe,adfb,bedhig,bfic,cif,fhg
9 bcde,aefgc,abghd,ace,adfb,behig,bfic,cif,fhg
9 bcde,aefgc,abghd,acfe,adfb,bedhi,bic,cif,fhg
9 bcde,aefc,abfgd,ache,adhb,bic,cih,dgie,fhg
9 bcde,aefg,aghfd,acfe,adfb,bedchig,bfic,cif,fhg
9 bcde,aefc,abd,acfg,aghfb,behigd,dfie,eif,fhg
9 bcde,aefc,abd,acfg,aghb,bhigd,dfie,eif,fhg
9 bcde,aec,abfd,acfg,aghfb,cehigd,dfie,eif,fhg
9 bcde,aefc,abfd,acfg,aghb,bhigdc,dfie,eif,fhg
9 bcde,aec,abfd,acfg,aghb,chigd,dfie,eif,fhg
9 bcde,aec,abd,acfg,aghb,dhig,dfie,eif,fhg
9 bcde,aefc,abfd,acfg,aghfb,behidc,die,eif,fhg
9 bcd,aefc,abfd,acfg,bghf,behidc,die,eif,fhg
9 bcd,aefc,abfd,acg,bghf,behic,die,eif,fhg
9 bcd,aefc,abd,acg,bghf,behi,die,eif,fhg
9 bcde,aefc,abfd,acfg,aghb,bhidc,die,eif,fhg
9 bcde,aec,abfd,acfg,aghb,chid,die,eif,fhg
9 bcde,aefc,abfd,acg,aghb,bhic,die,eif,fhg
9 bcde,aefc,abfd,acg,aghfb,behic,die,eif,fhg
9 bcde,aefc,abd,acg,aghfb,behi,die,eif,fhg
9 bcde,aefc,abfd,acg,aghfb,behigc,dfie,eif,fhg
9 bcde,aefc,abd,acg,aghfb,behig,dfie,eif,fhg
9 bcde,aefc,abfd,acg,aghb,bhigc,dfie,eif,fhg
9 bcde,aec,abfd,acg,aghb,chig,dfie,eif,fhg
9 bcde,aefc,abfd,acfge,adhfb,behigdc,dfi,eif,fhg
9 bcde,aefc,abfd,acfg,ahfb,behigdc,dfi,eif,fhg
9 bcde,aefc,abfd,acge,adghfb,behigc,dfie,eif,fhg
9 bcde,aefc,abfd,acge,adghb,bhigc,dfie,eif,fhg
9 bcde,aefc,abfd,acge,adhb,bhigc,dfi,eif,fhg
9 bcde,aefc,abd,acge,adhb,bhig,dfi,eif,fhg
9 bcde,aefc,abfd,acge,adhfb,behigc,dfi,eif,fhg
9 bcde,aefc,abd,acge,adhfb,behig,dfi,eif,fhg
9 bcde,aefc,abfd,acfge,adghfb,behidc,die,eif,fhg
9 bcde,aefc,abfd,acge,adghfb,behic,die,eif,fhg
9 bcde,aefc,abd,acge,adghfb,behi,die,eif,fhg
9 bcde,aefc,abfd,acfge,adghib,bihgdc,dfhe,egfi,ehf
9 bcde,aefc,abfd,acfg,aghifb,beihgdc,dfhe,egfi,ehf
9 bcde,aefc,abfd,acfg,aghib,bihgdc,dfhe,egfi,ehf
9 bcde,aec,abfd,acfg,aghib,cihgd,dfhe,egfi,ehf
9 bcde,aefc,abfd,acg,aghifb,beihgc,dfhe,egfi,ehf
9 bcd,aefc,abfd,acg,bghif,beihgc,dfhe,egfi,ehf
9 bcd,aefc,abd,acg,bghif,beihg,dfhe,egfi,ehf
9 bcde,aefc,abfd,acg,aghib,bihgc,dfhe,egfi,ehf
9 bcde,aefc,abfd,acfge,adhifb,beihgdc,dfh,egfi,ehf
9 bcde,aefgc,abhid,acfe,adfb,bedihg,bfh,cgfi,chf
9 bcde,aefgc,abhid,ace,adfb,beihg,bfh,cgfi,chf
9 bcde,aefg,ahifd,acfe,adfb,bedcihg,bfh,cgfi,chf
9 bcde,aefc,abfd,acge,adhifb,beihgc,dfh,egfi,ehf
9 bcde,aefc,abd,acge,adhifb,beihg,dfh,egfi,ehf
9 bcde,aefc,abfd,acge,adhib,bihgc,dfh,egfi,ehf
9 bcde,aefc,abd,acge,adhib,bihg,dfh,egfi,ehf
9 bcde,aefc,abfd,acg,ahifb,beihgc,dfh,egfi,ehf
9 bcde,aefc,abd,acg,ahifb,beihg,dfh,egfi,ehf
9 bcde,aefc,abfd,acfe,adghifb,beihgdc,efh,egfi,ehf
9 bcd,adef,afed,aceb,bdcfghi,bihgec,efh,egfi,ehf
9 bcd,adef,afed,acb,bcfghi,bihgec,efh,egfi,ehf
9 bcd,adef,afed,acb,bcghi,bihgc,efh,egfi,ehf
9 bcd,adef,afed,aceb,bdcghi,bihgc,efh,egfi,ehf
9 bcd,adef,afd,aceb,bdghi,bihgc,efh,egfi,ehf
9 bcd,ade,aefd,acfb,bghifc,ceihgd,efh,egfi,ehf
9 bcde,aefc,abghfd,acfe,adfb,bedchig,cfi,cif,fhg
9 bcd,adef,afed,aceb,bdcfghi,bigec,efh,egi,ehf
9 bcd,ade,aefd,acfb,bghfc,cehigd,efi,eif,fhg
9 bcd,ade,aefd,acb,bghfc,cehig,efi,eif,fhg
9 bcd,adef,afed,acb,bcfghi,bigec,efh,egi,ehf
9 bcd,adef,afed,acb,bcghi,bigc,efh,egi,ehf
9 bcd,adef,afd,acb,bfghi,bigec,efh,egi,ehf
9 bcd,adef,afd,aceb,bdfghi,bigec,efh,egi,ehf
9 bcd,ade,aed,acfb,bghfc,dehig,efi,eif,fhg
9 bcd,adef,afed,aceb,bdcghi,bigc,efh,egi,ehf
9 bcd,ade,aefd,acfb,bghc,chigd,efi,eif,fhg
9 bcd,ade,aed,acfb,bghc,dhig,efi,eif,fhg
9 bcd,ade,aefd,acb,bghc,chig,efi,eif,fhg
9 bcde,aefc,abghfd,acfe,adb,bdchig,cfi,cif,fhg
9 bcde,aefc,abghd,acfe,adb,bdhig,cfi,cif,fhg
9 bcde,aefc,abghd,acfe,adfb,bedhig,cfi,cif,fhg
9 bcde,aefc,abghd,ace,adfb,behig,cfi,cif,fhg
9 bcde,aec,abfghd,ache,adhb,chi,cih,cgifed,fhg
9 bcde,aefc,abghid,acfe,adfb,bedihg,cfh,cgfi,chf
9 bcde,aefgc,abghifd,acfe,adfb,bedcihg,bfc,cfi,chf
9 bcd,adefg,aged,aceb,bdcghif,beg,bfihec,egi,ehg
9 bcd,adef,afgd,acgb,bgf,behigc,cfihed,fgi,fhg
9 bcd,adef,afgd,acb,bgf,behigc,cfihe,fgi,fhg
9 bcd,adef,afgd,acgb,bgf,behic,cihed,fgi,fhg
9 bcd,adef,afgd,acb,bgf,behic,cihe,fgi,fhg
9 bcd,adefg,aged,acb,bcghif,beg,bfihec,egi,ehg
9 bcd,adefg,aged,aceb,bdchif,beg,bfihc,egi,ehg
9 bcd,adefg,agd,aceb,bdhif,beg,bfihc,egi,ehg
9 bcde,aefgc,abghid,acfe,adfb,bedihg,bfc,cfi,chf
9 bcde,aefg,aghifd,acfe,adfb,bedcihg,bfc,cfi,chf
9 bcd,aefc,abfd,acfg,bghif,beihgdc,dfe,efi,ehf
9 bcde,aefc,abfd,acfg,aghib,bihgdc,dfe,efi,ehf
9 bcd,aefc,abfd,acfg,bghi,bihgdc,dfe,efi,ehf
9 bcd,aec,abfd,acfg,bghi,cihgd,dfe,efi,ehf
9 bcde,aec,abfd,acfg,aghib,cihgd,dfe,efi,ehf
9 bcde,aefc,abfd,acg,aghifb,beihgc,dfe,efi,ehf
9 bcd,aefc,abfd,acg,bghif,beihgc,dfe,efi,ehf
9 bcd,aefc,abd,acg,bghif,beihg,dfe,efi,ehf
9 bcde,aefc,abfd,acg,aghib,bihgc,dfe,efi,ehf
9 bcd,aefc,abfd,acg,bghi,bihgc,dfe,efi,ehf
9 bcd,aefc,abd,acg,bghi,bihg,dfe,efi,ehf
9 bcde,aefgc,abgd,acghe,adhigfb,beg,bfeihdc,dgie,ehg
9 bcd,adefg,aghed,aceb,bdchgif,beig,bfiehc,cge,egf
9 bcd,adefg,aghed,aceb,bdchgi,big,bfiehc,cge,egf
9 bcd,adef,afghd,achb,bif,beihgc,cfh,cgfid,ehf
9 bcd,adefg,aghed,acb,bchgif,beig,bfiehc,cge,egf
9 bcd,adefg,aghed,aceb,bdchif,beig,bfihc,cge,egf
9 bcde,aefgc,abghfi,aife,adfb,bedichg,bfhc,cgf,cfd
9 bcde,aefgc,abghfi,aife,adb,bdichg,bfhc,cgf,cfd
9 bcde,aefc,abfghi,aihe,adb,bhgc,cfh,cgfdi,chd
9 bcde,aefgc,abghfi,aife,adfb,bedich,bhc,cgf,cfd
9 bcde,aefc,abfghi,aihe,adhb,bgc,cfh,cgedi,chd
9 bcde,aefgc,abghfi,aie,adfb,beichg,bfhc,cgf,cfd
9 bcde,aefgc,abghi,aife,adfb,bedihg,bfhc,cgf,cfd
9 bcde,aefgc,abghi,aife,adfb,bedih,bhc,cgf,cfd
9 bcde,aefc,abfgh,ahie,adib,bgc,cfi,cid,dhge
9 bcde,aefgc,abghi,aie,adfb,beihg,bfhc,cgf,cfd
9 bcde,aefgc,abhfi,aife,adfb,bedichg,bfh,cgf,cfd
9 bcde,aefgc,abhfi,aife,adb,bdichg,bfh,cgf,cfd
9 bcde,aefg,ahfi,aife,adb,bdichg,bfh,cgf,cfd
9 bcde,aefgc,abhfi,aie,adfb,beichg,bfh,cgf,cfd
9 bcde,aefc,abghi,aie,adhb,bhg,cfh,cgfei,chd
9 bcde,aefg,ahfi,aie,adfb,beichg,bfh,cgf,cfd
9 bcde,aefg,ahfi,aie,adb,bichg,bfh,cgf,cfd
9 bcde,aefgc,abhi,aife,adfb,bedihg,bfh,cgf,cfd
9 bcde,aefgc,abhi,aie,adfb,beihg,bfh,cgf,cfd
9 bcde,aefc,abgh,ahe,adib,big,cfi,cid,ehgf
9 bcde,aefc,abgh,ahie,adib,big,cfi,cid,dhgfe
9 bcde,aefc,abgh,ahie,adb,big,cfi,cid,dhgf
9 bcde,aefg,ahfi,aife,adfb,bedichg,bfh,cgf,cfd
9 bcde,aefc,abghi,aihe,adhb,bhg,cfh,cgfedi,chd
9 bcde,aefc,abghi,aihe,adb,bhg,cfh,cgfdi,chd
9 bcde,aefgc,abghid,acife,adfb,bedihg,bfhc,cgf,cfd
9 bcde,aefg,aghfid,acife,adfb,bedichg,bfhc,cgf,cfd
9 bcde,aefgc,abd,acgh,ahigfb,beg,bfeihd,dgie,ehg
9 bcde,afgc,abgd,acgh,ahigf,beg,bfeihdc,dgie,ehg
9 bcde,afgc,abd,acgh,ahigf,beg,bfeihd,dgie,ehg
9 bcde,afgc,abd,ach,ahigf,beg,bfeih,dgie,ehg
9 bcde,afc,abgd,acgh,ahigf,beg,cfeihd,dgie,ehg
9 bcde,afc,abd,acgh,ahigf,beg,dfeih,dgie,ehg
9 bcde,afc,abd,acg,aghif,bei,dihe,egi,ehgf
9 bcde,afgc,abgd,acgh,ahif,beg,bfihdc,dgie,ehg
9 bcde,afgc,abd,acgh,ahif,beg,bfihd,dgie,ehg
9 bcde,afc,abgd,acgh,ahif,beg,cfihd,dgie,ehg
9 bcde,afc,abd,acgh,ahif,beg,dfih,dgie,ehg
9 bcde,afgc,abgd,ach,ahif,beg,bfihc,dgie,ehg
9 bcde,afgc,abgd,acgh,ahif,beg,bfidc,die,ehg
9 bcde,afgc,abgd,ach,ahif,beg,bfic,die,ehg
9 bcde,afgc,abgd,acgh,ahigf,beg,bfeidc,die,ehg
9 bcde,afgc,abgd,ach,ahigf,beg,bfeic,die,ehg
9 bcde,afgc,abgd,ach,ahigf,beg,bfeihc,dgie,ehg
9 bcde,afc,abgd,ach,ahigf,beg,cfeih,dgie,ehg
9 bcde,aefc,abgd,acgh,ahigfb,beg,cfeihd,dgie,ehg
9 bcde,aefc,abd,acgh,ahigfb,beg,dfeih,dgie,ehg
9 bcde,aefgc,abgd,acgh,ahifb,beg,bfihdc,dgie,ehg
9 bcde,aefc,abgd,acgh,ahifb,beg,cfihd,dgie,ehg
9 bcde,aefc,abd,acgh,ahifb,beg,dfih,dgie,ehg
9 bcde,aefgc,abgd,ach,ahifb,beg,bfihc,dgie,ehg
9 bcde,aefgc,abgd,ach,ahigfb,beg,bfeihc,dgie,ehg
9 bcde,aefgc,abgd,acghe,adigfb,beg,bfeihdc,dgi,ehg
9 bcde,aefgc,abhid,acife,adfb,bedihg,bfh,cgf,cfd
9 bcde,aefc,abghd,achie,adib,big,cfi,cid,dhgfe
9 bcde,aef,aghd,achie,adib,big,cfi,cid,dhgfe
9 bcde,aefg,ahid,acife,adfb,bedihg,bfh,cgf,cfd
9 bcde,aefg,ahfid,acife,adfb,bedichg,bfh,cgf,cfd
9 bcde,aefc,abghid,acihe,adhb,bhg,cfh,cgfedi,chd
9 bcde,aefc,abghid,acihe,adb,bhg,cfh,cgfdi,chd
9 bcde,aef,aghid,acihe,adhb,bhg,cfh,cgfedi,chd
9 bcde,aef,aghid,acihe,adb,bhg,cfh,cgfdi,chd
9 bcde,aef,aghid,acie,adb,bhg,cfh,cgfi,chd
9 bcde,aefgc,abgd,acge,adhigfb,beg,bfeihdc,egi,ehg
9 bcd,adef,afged,aceb,bdcgfhi,bihegc,cfe,efi,ehf
9 bcd,ade,aefgd,acgb,bhigfc,ceg,cfeihd,egi,ehg
9 bcd,adef,afged,acb,bcgfhi,bihegc,cfe,efi,ehf
9 bcd,adef,afgd,aceb,bdgfhi,bihegc,cfe,efi,ehf
9 bcd,adef,afgd,acb,bgfhi,bihegc,cfe,efi,ehf
9 bcde,aefc,abghfi,aife,adfb,bedichg,cfh,cgf,cfd
9 bcd,adef,aged,aceb,bdcgfhi,biheg,cfe,efi,ehf
9 bcd,ade,afgd,acgb,bhigf,ceg,cfeihd,egi,ehg
9 bcd,ade,afgd,acb,bhigf,ceg,cfeih,egi,ehg
9 bcde,aec,abfghi,aihe,adhb,chg,cfh,cgfedi,chd
9 bcde,aefc,abghfi,aie,adfb,beichg,cfh,cgf,cfd
9 bcd,adef,agd,aceb,bdgfhi,biheg,cfe,efi,ehf
9 bcd,adef,agd,acb,bgfhi,biheg,cfe,efi,ehf
9 bcd,ade,afd,acgb,bhigf,ceg,dfeih,egi,ehg
9 bcdef,afghdc,abd,acbhige,adgf,aegb,bfedih,bgid,dhg
9 bcde,aefg,agd,acghife,adfb,bedihg,bfhdc,dgfi,dhf
9 bcd,aef,afgd,acge,bdghf,behigc,cfihed,egif,fhg
9 bcd,aef,afgd,acge,bdghf,behic,cihed,egif,fhg
9 bcd,aef,afgd,acge,bdgh,bhigc,cfihed,egif,fhg
9 bcd,aef,afgd,acge,bdgh,bhic,cihed,egif,fhg
9 bcd,aef,afgd,acge,bdghf,beigc,cfihed,egi,fhg
9 bcd,aef,afgd,acge,bdghf,beic,cihed,egi,fhg
9 bcd,aef,afd,acge,bdghf,beic,dihe,egi,fhg
9 bcd,aef,afgd,acge,bdhf,beic,cihd,egi,fhg
9 bcd,aef,afgd,acge,bdgh,bic,cihed,egi,fhg
9 bcd,aef,afd,acge,bdgh,bic,dihe,egi,fhg
9 bcd,aef,afgd,acge,bdgh,bigc,cfihed,egi,fhg
9 bcde,afc,abfghd,acie,adif,beigc,cfih,cgi,dhgfe
9 bcde,afc,abfgh,aie,adif,beigc,cfih,cgi,dhgfe
9 bcde,afc,abfgd,ache,adhf,behic,cih,dgife,fhg
9 bcde,afc,abgd,ache,adhf,behi,cih,dgife,fhg
9 bcde,afc,abgd,ace,adhf,behi,cih,egif,fhg
9 bcde,afc,abghid,acie,adif,beig,cfih,cgi,chgfed
9 bcde,afc,abghd,acie,adif,beig,cfih,cgi,dhgfe
9 bcde,afc,abfghd,ache,adhf,behic,cih,cgifed,fhg
9 bcde,afc,abghd,ache,adhf,behi,cih,cgifed,fhg
9 bcde,afc,abfghid,acie,adif,begc,cfih,cgi,chged
9 bcd,aef,afgd,acge,bdhf,behigc,cfihd,egif,fhg
9 bcd,aef,agd,acge,bdhf,behig,cfihd,egif,fhg
9 bcd,aef,agd,acge,bdhf,behi,cihd,egif,fhg
9 bcd,aef,afgd,acge,bdhf,behic,cihd,egif,fhg
9 bcde,afc,abfghi,aie,adif,begc,cfih,cgi,chged
9 bcde,afc,abfghd,acie,adif,begc,cfih,cgi,dhge
9 bcde,afc,abfgh,aie,adif,begc,cfih,cgi,dhge
9 bcde,afc,abghid,acie,adif,beg,cfih,cgi,chged
9 bcd,aef,afgd,acge,bdh,bhigc,cfihd,egif,fhg
9 bcd,aef,afgd,acge,bdh,bhic,cihd,egif,fhg
9 bcde,afc,abghd,acie,adif,beg,cfih,cgi,dhge
9 bcde,afc,abgh,aie,adif,beg,cfih,cgi,dhge
9 bcde,afc,abgd,ache,adhf,bei,cih,dgie,fhg
9 bcde,afc,abghd,ache,adhf,bei,cih,cgied,fhg
9 bcde,afc,abfghd,ache,adhf,beic,cih,cgied,fhg
9 bcde,afc,abfghd,ache,adf,beic,cih,cgid,fhg
9 bcde,afc,abghd,ache,adf,bei,cih,cgid,fhg
9 bcde,afc,abfgd,ache,adhf,beic,cih,dgie,fhg
9 bcde,afc,abfghid,acie,adif,beic,cih,cgi,chgfed
9 bcd,aef,afgd,acge,bdgf,behigc,cfihed,fgi,fhg
9 bcd,aef,afgd,acge,bdgf,behic,cihed,fgi,fhg
9 bcde,afc,abfghid,acie,adf,beic,cih,cgi,chgfd
9 bcd,aef,afgd,ace,bdgf,behigc,cfihe,fgi,fhg
9 bcd,aef,afgd,ace,bdg,bhigc,cfihe,fgi,fhg
9 bcd,aef,agd,ace,bdgf,behig,cfihe,fgi,fhg
9 bcd,aef,agd,ace,bdgf,behi,cihe,fgi,fhg
9 bcd,aef,afgd,ace,bdgf,behic,cihe,fgi,fhg
9 bcde,afc,abfghi,aie,adf,beic,cih,cgi,chgfd
9 bcde,afc,abfghd,acie,adf,beic,cih,cgi,dhgf
9 bcde,afc,abfgh,aie,adf,beic,cih,cgi,dhgf
9 bcde,afc,abghid,acie,adf,bei,cih,cgi,chgfd
9 bcde,afc,abfghd,acie,adif,beic,cih,cgi,dhgfe
9 bcde,afc,abfgh,aie,adif,beic,cih,cgi,dhgfe
9 bcde,afc,abghid,acie,adif,bei,cih,cgi,chgfed
9 bcde,aef,afgd,acge,adghfb,behigc,cfihed,egif,fhg
9 bcde,aef,afgd,acge,adghfb,behic,cihed,egif,fhg
9 bcde,aefc,abfgd,ach,ahfb,beigc,cfih,dgie,fhg
9 bcde,aefc,abfgd,ach,ahb,bigc,cfih,dgie,fhg
9 bcde,aefc,abfgd,ach,ahfb,behigc,cfih,dgife,fhg
9 bcdef,afgc,abghed,ace,adchif,aegb,bfihc,cgie,ehg
9 bcdef,afc,abfgh,aie,adif,aeigcb,cfih,cgi,dhgfe
9 bcdef,afc,abghid,acie,adif,aeigb,cfih,cgi,chgfed
9 bcdef,afc,abghd,acie,adif,aeigb,cfih,cgi,dhgfe
9 bcdef,afc,abfghd,ache,adhf,aehicb,cih,cgifed,fhg
9 bcdef,afc,abghd,ache,adhf,aehib,cih,cgifed,fhg
9 bcdef,afc,abfghid,acie,adif,aegcb,cfih,cgi,chged
9 bcde,aef,afgd,acge,adhfb,behigc,cfihd,egif,fhg
9 bcde,aef,afgd,acge,adhfb,behic,cihd,egif,fhg
9 bcdef,afc,abfghi,aie,adif,aegcb,cfih,cgi,chged
9 bcdef,afc,abfghd,acie,adif,aegcb,cfih,cgi,dhge
9 bcdef,afc,abfgh,aie,adif,aegcb,cfih,cgi,dhge
9 bcdef,afc,abfgd,ache,adhf,aeicb,cih,dgie,fhg
9 bcdef,afc,abgd,ache,adhf,aeib,cih,dgie,fhg
9 bcdef,afc,abghid,acie,adif,aegb,cfih,cgi,chged
9 bcde,aef,afgd,acge,adhb,bhigc,cfihd,egif,fhg
9 bcde,aef,afgd,acge,adhb,bhic,cihd,egif,fhg
9 bcdef,afc,abghd,acie,adif,aegb,cfih,cgi,dhge
9 bcdef,afc,abfghd,ache,adhf,aeicb,cih,cgied,fhg
9 bcdef,afc,abghd,ache,adhf,aeib,cih,cgied,fhg
9 bcdef,afc,abfghid,acie,adif,aeicb,cih,cgi,chgfed
9 bcde,aef,afgd,acge,adgfb,behigc,cfihed,fgi,fhg
9 bcde,aefghic,abid,acie,adigfb,beg,bfeih,bgi,bhgedc
9 bcde,aefgh,ahgifd,acfe,adfb,bedcig,bfich,bgc,cgf
9 bcd,aefc,abfd,acfgh,bhgif,beigdc,dfieh,dge,egf
9 bcde,aefc,abfd,acfgh,ahgib,bigdc,dfieh,dge,egf
9 bcde,aefc,abfd,acfghe,adhifb,beigdc,dfih,dge,egf
9 bcde,aefc,abfd,acfgh,ahifb,beigdc,dfih,dge,egf
9 bcde,aefc,abfd,acfgh,ahib,bigdc,dfih,dge,egf
9 bcde,aefc,abghd,achgife,adfb,bedig,cfidh,cgd,dgf
9 bcd,adefg,aghd,achb,bhigf,beg,bfeihc,cgied,ehg
9 bcde,aefg,agfhid,acie,adib,bihcg,bfc,cfi,chfed
9 bcd,aefc,abfd,acgh,bhgif,beigc,dfieh,dge,egf
9 bcde,aefc,abfd,acgh,ahgib,bigc,dfieh,dge,egf
9 bcde,aefc,abfd,acghe,adhifb,beigc,dfih,dge,egf
9 bcde,aefg,aghid,acie,adib,bihg,bfc,cfi,chfed
9 bcd,aefc,abfd,acgh,bhif,beigc,dfih,dge,egf
9 bcde,aefc,abfd,acgh,ahib,bigc,dfih,dge,egf
9 bcde,aefc,abfd,acfghe,adhifb,beigdc,dfih,dgie,ehgf
9 bcde,aefc,abfd,acfgh,ahifb,beigdc,dfih,dgie,ehgf
9 bcde,aefc,abfd,acfgh,ahib,bigdc,dfih,dgie,ehgf
9 bcde,aefc,abgh,ahie,adfb,beig,cfih,cgid,dhgf
9 bcde,aefgc,abghid,acife,adfb,bedihg,bfhc,cgfi,chfd
9 bcde,aefc,abfghd,achie,adib,bigc,cfih,cgid,dhgfe
9 bcde,aef,afghd,achie,adib,bigc,cfih,cgid,dhgfe
9 bcde,aefc,abfghd,ache,adib,bigc,cfih,cgid,ehgf
9 bcd,adef,afgd,achb,bhif,beigc,cfih,dgie,ehgf
9 bcde,aef,afghd,ache,adib,bigc,cfih,cgid,ehgf
